League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Japan - J2 League,Omiya Ardija,11.0,2.09,82%,45%,45%,18%,9%,9%,36%,36%,45%,18%,27%
Japan - J2 League,R. Yamaguchi,11.0,2.09,91%,55%,36%,27%,0%,0%,36%,18%,55%,9%,45%
Japan - J2 League,FC Imabari,10.0,2.0,70%,40%,40%,30%,20%,0%,40%,50%,40%,20%,10%
Japan - J2 League,Kataller Toyama,12.0,2.0,83%,50%,42%,25%,0%,0%,33%,33%,50%,17%,33%
Japan - J2 League,Ventforet Kofu,12.0,1.75,67%,42%,33%,17%,8%,8%,25%,58%,50%,25%,17%
Japan - J2 League,Sagan Tosu,10.0,1.7,90%,50%,20%,10%,0%,0%,30%,40%,40%,30%,30%
Japan - J2 League,Tokushima V.,12.0,1.42,83%,58%,0%,0%,0%,0%,25%,58%,33%,42%,17%
Japan - J3 League,Kusatsu,10.0,4.0,100%,90%,60%,60%,40%,30%,80%,10%,10%,10%,10%
Japan - J3 League,Kochi United,11.0,3.55,91%,82%,73%,55%,36%,9%,64%,18%,27%,9%,18%
Japan - J3 League,Fukushima Utd,12.0,3.25,100%,75%,67%,42%,17%,8%,58%,17%,25%,17%,25%
Japan - J3 League,Gifu,11.0,3.0,100%,73%,45%,27%,27%,18%,64%,0%,36%,0%,36%
Japan - J3 League,SC Sagamihara,11.0,2.82,91%,91%,45%,18%,18%,18%,73%,9%,27%,0%,18%
Japan - J3 League,AC Numazu,10.0,2.6,80%,60%,40%,40%,20%,10%,60%,20%,40%,0%,20%
Japan - J3 League,Kagoshima Utd,11.0,2.55,82%,82%,55%,27%,9%,0%,64%,27%,27%,9%,9%
Japan - J3 League,Nara Club,10.0,2.5,100%,90%,40%,10%,10%,0%,70%,0%,30%,0%,30%
Japan - J3 League,FC Ryukyu,11.0,2.45,91%,73%,36%,18%,18%,9%,55%,18%,36%,9%,27%
Japan - J3 League,G. Kitakyushu,11.0,2.45,100%,55%,45%,36%,9%,0%,36%,27%,36%,27%,36%
Japan - J3 League,Tochigi City,11.0,2.27,91%,64%,45%,18%,9%,0%,45%,36%,27%,27%,18%
Japan - J3 League,Z. Kanazawa,13.0,2.23,100%,77%,38%,8%,0%,0%,69%,15%,15%,15%,15%
Japan - J3 League,Kamatamare S.,11.0,2.09,100%,64%,18%,9%,9%,9%,45%,9%,45%,9%,45%
Japan - J3 League,Matsumoto Y.,11.0,2.09,91%,73%,36%,9%,0%,0%,45%,27%,36%,18%,27%
Japan - J3 League,T. Miyazaki,11.0,2.09,82%,55%,36%,18%,18%,0%,55%,36%,27%,18%,9%
Japan - J3 League,Gainare Tottori,12.0,2.0,92%,50%,42%,8%,8%,0%,25%,8%,75%,0%,67%
Japan - J3 League,Osaka,10.0,1.8,80%,50%,50%,0%,0%,0%,40%,40%,40%,20%,20%
Japan - J3 League,Tochigi SC,11.0,1.73,73%,36%,36%,18%,9%,0%,36%,45%,45%,18%,18%
Japan - J3 League,Nagano Parceiro,12.0,1.58,83%,42%,17%,17%,0%,0%,17%,33%,67%,17%,50%
Japan - J3 League,V. Hachinohe,10.0,1.4,100%,30%,10%,0%,0%,0%,30%,50%,20%,50%,20%
Kazakhstan - Premier League,Kaisar K.,7.0,3.71,100%,100%,71%,43%,43%,14%,71%,0%,29%,0%,29%
Kazakhstan - Premier League,Turan,8.0,3.38,100%,75%,75%,38%,25%,12%,50%,0%,50%,0%,50%
Kazakhstan - Premier League,Kairat Almaty,11.0,2.82,91%,73%,64%,36%,18%,0%,73%,18%,18%,9%,9%
Kazakhstan - Premier League,Atyrau,8.0,2.63,100%,75%,50%,25%,12%,0%,25%,12%,62%,12%,62%
Kazakhstan - Premier League,Okzhetpes,10.0,2.6,80%,70%,50%,30%,10%,10%,50%,40%,30%,20%,10%
Kazakhstan - Premier League,Ordabasy,8.0,2.5,88%,62%,62%,38%,0%,0%,38%,38%,38%,25%,25%
Kazakhstan - Premier League,Zhetysu,10.0,2.5,90%,80%,60%,20%,0%,0%,60%,10%,40%,0%,30%
Kazakhstan - Premier League,Aktobe,9.0,2.44,89%,78%,56%,22%,0%,0%,44%,44%,22%,33%,11%
Kazakhstan - Premier League,Kyzylzhar,9.0,2.44,78%,56%,56%,22%,22%,11%,56%,22%,44%,0%,22%
Kazakhstan - Premier League,Zhenys,8.0,2.38,75%,75%,38%,25%,12%,12%,62%,38%,25%,12%,0%
Kazakhstan - Premier League,Tobol,8.0,2.25,75%,62%,50%,25%,12%,0%,62%,38%,25%,12%,0%
Kazakhstan - Premier League,Yelimay Semey,9.0,2.11,100%,78%,33%,0%,0%,0%,67%,22%,11%,22%,11%
Kazakhstan - Premier League,FC Astana,9.0,1.78,100%,78%,0%,0%,0%,0%,22%,67%,11%,67%,11%
Kazakhstan - Premier League,Ulytau,10.0,1.6,90%,50%,20%,0%,0%,0%,20%,30%,60%,20%,50%
Latvia - Virsliga,RFS,12.0,3.83,100%,83%,83%,50%,25%,17%,75%,17%,8%,17%,8%
Latvia - Virsliga,Liepaja,11.0,3.64,100%,91%,73%,55%,27%,18%,64%,9%,27%,9%,27%
Latvia - Virsliga,Riga FC,11.0,3.45,100%,82%,64%,45%,27%,18%,55%,45%,0%,45%,0%
Latvia - Virsliga,Daugavpils,12.0,3.25,92%,83%,58%,50%,33%,8%,83%,8%,17%,0%,8%
Latvia - Virsliga,Metta,13.0,3.0,100%,85%,46%,38%,23%,8%,46%,8%,46%,8%,46%
Latvia - Virsliga,Tukums,13.0,2.85,92%,85%,54%,15%,15%,8%,38%,15%,54%,8%,46%
Latvia - Virsliga,Grobina,13.0,2.62,92%,77%,38%,23%,23%,8%,38%,15%,54%,8%,46%
Latvia - Virsliga,Super Nova,11.0,2.36,100%,82%,36%,18%,0%,0%,55%,9%,36%,9%,36%
Latvia - Virsliga,Auda,12.0,2.33,92%,58%,42%,25%,8%,8%,50%,25%,33%,17%,25%
Latvia - Virsliga,FS Jelgava,12.0,1.5,83%,58%,8%,0%,0%,0%,17%,17%,83%,0%,67%
Latvia - 1. Liga,AFA Olaine,7.0,5.14,100%,86%,86%,86%,86%,29%,71%,0%,29%,0%,29%
Latvia - 1. Liga,Riga Mariners,6.0,4.67,100%,100%,83%,67%,50%,50%,100%,0%,0%,0%,0%
Latvia - 1. Liga,Rezekne,7.0,4.57,100%,100%,71%,43%,43%,29%,86%,0%,14%,0%,14%
Latvia - 1. Liga,Alberts JDFS,7.0,3.57,100%,100%,57%,43%,29%,29%,71%,29%,0%,29%,0%
Latvia - 1. Liga,Ogre United,9.0,3.22,100%,89%,78%,44%,11%,0%,67%,33%,0%,33%,0%
Latvia - 1. Liga,Skanste,7.0,3.14,100%,71%,71%,43%,14%,14%,57%,14%,29%,14%,29%
Latvia - 1. Liga,Smiltene,7.0,2.86,100%,100%,71%,14%,0%,0%,86%,0%,14%,0%,14%
Latvia - 1. Liga,Marupe,6.0,2.83,100%,67%,67%,33%,17%,0%,67%,0%,33%,0%,33%
Latvia - 1. Liga,Tukums B,7.0,2.71,100%,57%,43%,43%,29%,0%,43%,14%,43%,14%,43%
Latvia - 1. Liga,Leevon PPK,8.0,2.63,88%,75%,62%,25%,12%,0%,62%,25%,25%,12%,12%
Latvia - 1. Liga,RFS B,5.0,2.6,60%,60%,60%,40%,20%,20%,60%,40%,40%,0%,0%
Latvia - 1. Liga,JFK Ventspils,7.0,2.57,100%,71%,57%,29%,0%,0%,71%,29%,0%,29%,0%
Latvia - 1. Liga,Riga FC B,7.0,2.57,86%,71%,43%,29%,14%,14%,43%,14%,57%,0%,43%
Latvia - 1. Liga,Augsdaugava,8.0,2.25,88%,75%,25%,25%,12%,0%,25%,12%,75%,0%,62%
Lithuania - A Lyga,Hegelmann L.,9.0,3.22,100%,89%,67%,44%,11%,11%,33%,33%,33%,33%,33%
Lithuania - A Lyga,Zalgiris,9.0,3.22,100%,89%,56%,33%,22%,22%,56%,11%,33%,11%,33%
Lithuania - A Lyga,Riteriai,11.0,3.0,91%,91%,73%,36%,9%,0%,64%,9%,36%,0%,27%
Lithuania - A Lyga,Dainava,11.0,2.91,100%,91%,55%,36%,9%,0%,45%,9%,45%,9%,45%
Lithuania - A Lyga,Panevezys,10.0,2.9,90%,90%,70%,30%,10%,0%,70%,20%,20%,10%,10%
Lithuania - A Lyga,Suduva,10.0,2.7,90%,80%,50%,20%,10%,10%,40%,40%,30%,30%,20%
Lithuania - A Lyga,Siauliai,12.0,2.42,92%,67%,42%,17%,8%,8%,42%,25%,42%,17%,33%
Lithuania - A Lyga,Kauno Zalgiris,10.0,2.3,70%,60%,40%,30%,20%,10%,40%,60%,30%,30%,0%
Lithuania - A Lyga,Dziugas Telsiai,12.0,2.25,100%,58%,33%,17%,17%,0%,25%,42%,33%,42%,33%
Lithuania - A Lyga,Banga,11.0,1.73,91%,55%,27%,0%,0%,0%,36%,27%,45%,18%,36%
Lithuania - 1st League,Siauliai B,7.0,5.0,100%,100%,100%,86%,57%,43%,86%,14%,0%,14%,0%
Lithuania - 1st League,TransINVEST,7.0,4.57,100%,100%,100%,71%,43%,14%,71%,29%,0%,29%,0%
Lithuania - 1st League,Panevezys B,8.0,4.25,100%,88%,75%,62%,50%,38%,50%,0%,50%,0%,50%
Lithuania - 1st League,Neptuna K.,7.0,3.86,100%,100%,86%,57%,14%,14%,57%,29%,14%,29%,14%
Lithuania - 1st League,Nevezis,8.0,3.38,100%,88%,88%,50%,12%,0%,75%,25%,0%,25%,0%
Lithuania - 1st League,Zalgiris B,8.0,3.25,100%,100%,50%,38%,38%,0%,75%,12%,12%,12%,12%
Lithuania - 1st League,Be1 NFA,8.0,3.13,100%,88%,75%,25%,12%,12%,38%,12%,50%,12%,50%
Lithuania - 1st League,Ekranas,8.0,3.13,100%,75%,50%,50%,25%,12%,38%,12%,50%,12%,50%
Lithuania - 1st League,Babrungas,8.0,3.0,88%,75%,62%,38%,25%,12%,75%,25%,12%,12%,0%
Lithuania - 1st League,Kauno Z. B,8.0,2.88,100%,88%,50%,25%,12%,12%,50%,0%,50%,0%,50%
Lithuania - 1st League,Hegelmann B,7.0,2.86,100%,100%,29%,14%,14%,14%,71%,0%,29%,0%,29%
Lithuania - 1st League,BFA Vilnius,7.0,2.57,100%,71%,43%,29%,14%,0%,29%,43%,29%,43%,29%
Lithuania - 1st League,Atmosfera,6.0,1.83,100%,50%,33%,0%,0%,0%,50%,17%,33%,17%,33%
Lithuania - 1st League,Tauras,6.0,1.83,83%,67%,17%,17%,0%,0%,50%,33%,33%,17%,17%
Lithuania - 1st League,Minija,9.0,1.78,89%,44%,33%,11%,0%,0%,22%,33%,56%,22%,44%
Lithuania - 1st League,Jonava,8.0,1.0,75%,25%,0%,0%,0%,0%,0%,50%,75%,25%,50%
Malta - Premier League,Naxxar Lions,14.0,3.21,100%,79%,57%,43%,21%,14%,43%,7%,50%,7%,50%
Malta - Premier League,Mosta,16.0,3.13,100%,94%,62%,31%,19%,6%,62%,0%,38%,0%,38%
Malta - Premier League,Zabbar,16.0,2.88,100%,81%,56%,38%,6%,6%,56%,25%,19%,25%,19%
Malta - Premier League,Melita,12.0,2.83,92%,92%,50%,33%,8%,8%,67%,17%,25%,8%,17%
Malta - Premier League,Hamrun Spartans,15.0,2.73,93%,73%,47%,20%,20%,13%,47%,33%,27%,27%,20%
Malta - Premier League,Hibernians,15.0,2.73,100%,87%,40%,27%,20%,0%,60%,20%,20%,20%,20%
Malta - Premier League,Balzan,14.0,2.5,86%,71%,57%,14%,7%,7%,36%,21%,57%,7%,43%
Malta - Premier League,Birkirkara,11.0,2.36,91%,73%,45%,9%,9%,9%,27%,73%,9%,64%,0%
Malta - Premier League,Gzira Utd,11.0,2.36,100%,64%,45%,18%,9%,0%,45%,27%,27%,27%,27%
Malta - Premier League,Marsaxlokk,14.0,2.36,86%,57%,50%,29%,14%,0%,43%,50%,21%,36%,7%
Malta - Premier League,Floriana,11.0,2.18,91%,82%,36%,9%,0%,0%,36%,55%,18%,45%,9%
Malta - Premier League,Sliema,13.0,2.0,85%,38%,31%,23%,15%,8%,31%,46%,38%,31%,23%
Mexico - Liga MX - Apertura,Tigres,1.0,7.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Cruz Azul,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Toluca,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Club Leon,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Pachuca,1.0,5.0,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Atlas,2.0,4.5,100%,100%,100%,100%,50%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,A. San Luis,2.0,4.0,100%,50%,50%,50%,50%,50%,50%,50%,0%,50%,0%
Mexico - Liga MX - Apertura,Necaxa,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Tijuana,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Puebla,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Pumas UNAM,2.0,2.5,100%,100%,50%,0%,0%,0%,0%,50%,50%,50%,50%
Mexico - Liga MX - Apertura,Queretaro,2.0,2.5,100%,50%,50%,50%,0%,0%,50%,0%,50%,0%,50%
Mexico - Liga MX - Apertura,CF America,2.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Apertura,Monterrey,2.0,2.0,100%,50%,50%,0%,0%,0%,0%,50%,50%,50%,50%
Mexico - Liga MX - Apertura,Juarez,2.0,1.5,100%,50%,0%,0%,0%,0%,50%,0%,50%,0%,50%
Mexico - Liga MX - Apertura,Guadalajara,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Mexico - Liga MX - Apertura,Santos Laguna,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Mexico - Liga MX - Apertura,Mazatlan,2.0,0.5,50%,0%,0%,0%,0%,0%,0%,50%,100%,0%,50%
Mexico - Liga MX - Clausura,Pumas UNAM,8.0,4.25,100%,100%,100%,62%,50%,12%,100%,0%,0%,0%,0%
Mexico - Liga MX - Clausura,Pachuca,8.0,4.0,100%,88%,88%,50%,38%,12%,88%,12%,0%,12%,0%
Mexico - Liga MX - Clausura,Toluca,9.0,3.67,100%,89%,78%,44%,33%,22%,56%,33%,11%,33%,11%
Mexico - Liga MX - Clausura,Necaxa,9.0,3.44,100%,78%,78%,44%,22%,11%,56%,33%,11%,33%,11%
Mexico - Liga MX - Clausura,A. San Luis,8.0,3.25,100%,88%,88%,38%,12%,0%,62%,0%,38%,0%,38%
Mexico - Liga MX - Clausura,Monterrey,9.0,3.22,100%,89%,56%,33%,22%,22%,78%,11%,11%,11%,11%
Mexico - Liga MX - Clausura,Tijuana,9.0,3.11,100%,100%,67%,33%,11%,0%,56%,22%,22%,22%,22%
Mexico - Liga MX - Clausura,Guadalajara,9.0,2.89,100%,89%,56%,33%,11%,0%,89%,11%,0%,11%,0%
Mexico - Liga MX - Clausura,Santos Laguna,9.0,2.89,100%,78%,56%,22%,22%,11%,56%,0%,44%,0%,44%
Mexico - Liga MX - Clausura,Club Leon,9.0,2.78,100%,100%,78%,0%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Clausura,Atlas,8.0,2.75,75%,75%,50%,25%,25%,12%,62%,25%,38%,0%,12%
Mexico - Liga MX - Clausura,Mazatlan,8.0,2.5,100%,62%,50%,25%,12%,0%,50%,12%,38%,12%,38%
Mexico - Liga MX - Clausura,Queretaro,8.0,2.38,100%,75%,38%,12%,12%,0%,38%,12%,50%,12%,50%
Mexico - Liga MX - Clausura,Cruz Azul,9.0,2.33,89%,56%,44%,33%,11%,0%,56%,33%,22%,22%,11%
Mexico - Liga MX - Clausura,Puebla,9.0,2.22,100%,78%,22%,11%,11%,0%,44%,11%,44%,11%,44%
Mexico - Liga MX - Clausura,CF America,8.0,2.13,88%,50%,38%,25%,12%,0%,38%,38%,38%,25%,25%
Mexico - Liga MX - Clausura,Juarez,8.0,1.75,88%,50%,25%,12%,0%,0%,38%,25%,50%,12%,38%
Mexico - Liga MX - Clausura,Tigres,8.0,1.75,75%,50%,38%,12%,0%,0%,38%,25%,62%,0%,38%
Netherlands - Eredivisie,PSV Eindhoven,17.0,4.24,100%,94%,88%,71%,35%,18%,76%,18%,6%,18%,6%
Netherlands - Eredivisie,RKC Waalwijk,17.0,3.65,100%,100%,65%,47%,35%,12%,71%,0%,29%,0%,29%
Netherlands - Eredivisie,Feyenoord,17.0,3.41,94%,88%,53%,41%,35%,18%,65%,24%,18%,18%,12%
Netherlands - Eredivisie,Go Ahead Eagles,17.0,3.41,94%,82%,59%,41%,35%,18%,59%,18%,29%,12%,24%
Netherlands - Eredivisie,FC Utrecht,17.0,3.24,94%,88%,71%,47%,18%,6%,76%,18%,12%,12%,6%
Netherlands - Eredivisie,FC Twente,17.0,3.18,100%,88%,65%,29%,18%,12%,71%,18%,12%,18%,12%
Netherlands - Eredivisie,Heerenveen,17.0,3.18,100%,82%,65%,24%,12%,12%,47%,0%,53%,0%,53%
Netherlands - Eredivisie,FC Groningen,17.0,3.06,100%,88%,59%,35%,18%,6%,59%,0%,41%,0%,41%
Netherlands - Eredivisie,Fortuna Sittard,17.0,2.94,94%,76%,47%,41%,24%,6%,65%,12%,29%,6%,24%
Netherlands - Eredivisie,PEC Zwolle,17.0,2.94,94%,82%,47%,41%,18%,12%,59%,6%,41%,0%,35%
Netherlands - Eredivisie,Heracles Almelo,17.0,2.88,88%,71%,53%,35%,29%,6%,47%,18%,47%,6%,35%
Netherlands - Eredivisie,NAC Breda,17.0,2.88,100%,82%,53%,35%,18%,0%,47%,6%,47%,6%,47%
Netherlands - Eredivisie,AZ Alkmaar,17.0,2.82,88%,71%,65%,35%,18%,6%,53%,35%,24%,24%,12%
Netherlands - Eredivisie,Ajax Amsterdam,17.0,2.76,100%,88%,47%,24%,6%,6%,47%,47%,6%,47%,6%
Netherlands - Eredivisie,Willem II,17.0,2.53,100%,71%,29%,24%,12%,6%,53%,12%,35%,12%,35%
Netherlands - Eredivisie,Almere City,17.0,2.24,88%,65%,47%,18%,6%,0%,29%,24%,59%,12%,47%
Netherlands - Eredivisie,Sparta,17.0,2.24,100%,82%,41%,0%,0%,0%,59%,12%,29%,12%,29%
Netherlands - Eredivisie,NEC Nijmegen,17.0,2.18,94%,59%,41%,12%,12%,0%,18%,35%,53%,29%,47%
Netherlands - Eerste Divisie,Vitesse Arnhem,19.0,3.68,100%,84%,68%,53%,21%,21%,58%,16%,26%,16%,26%
Netherlands - Eerste Divisie,FC Volendam,19.0,3.42,95%,89%,74%,47%,26%,5%,74%,21%,11%,16%,5%
Netherlands - Eerste Divisie,FC Eindhoven,19.0,3.32,100%,95%,58%,42%,21%,11%,47%,32%,21%,32%,21%
Netherlands - Eerste Divisie,Jong AZ,19.0,3.32,95%,79%,63%,37%,32%,26%,58%,32%,16%,26%,11%
Netherlands - Eerste Divisie,Jong Utrecht,19.0,3.26,95%,95%,63%,42%,21%,11%,58%,5%,42%,0%,37%
Netherlands - Eerste Divisie,VVV,19.0,3.21,89%,84%,74%,47%,21%,5%,47%,16%,47%,5%,37%
Netherlands - Eerste Divisie,Cambuur,19.0,3.16,100%,74%,47%,42%,32%,16%,42%,42%,16%,42%,16%
Netherlands - Eerste Divisie,Helmond Sport,19.0,3.16,95%,79%,68%,53%,21%,0%,68%,11%,26%,5%,21%
Netherlands - Eerste Divisie,Jong PSV,19.0,3.16,100%,84%,58%,47%,21%,5%,47%,16%,37%,16%,37%
Netherlands - Eerste Divisie,Roda JC,19.0,3.16,89%,89%,63%,42%,21%,5%,68%,16%,26%,5%,16%
Netherlands - Eerste Divisie,ADO Den Haag,19.0,3.11,95%,79%,53%,32%,21%,16%,68%,21%,16%,16%,11%
Netherlands - Eerste Divisie,De Graafschap,19.0,3.05,95%,89%,63%,42%,16%,0%,68%,11%,26%,5%,21%
Netherlands - Eerste Divisie,Excelsior,19.0,3.0,95%,84%,68%,37%,16%,0%,68%,21%,16%,16%,11%
Netherlands - Eerste Divisie,Telstar,19.0,2.95,100%,79%,58%,32%,21%,5%,58%,21%,21%,21%,21%
Netherlands - Eerste Divisie,Jong Ajax,19.0,2.74,100%,79%,63%,21%,5%,5%,47%,11%,42%,11%,42%
Netherlands - Eerste Divisie,FC Emmen,19.0,2.68,100%,84%,58%,21%,5%,0%,37%,26%,37%,26%,37%
Netherlands - Eerste Divisie,FC Den Bosch,19.0,2.63,79%,68%,63%,32%,16%,5%,42%,32%,47%,11%,26%
Netherlands - Eerste Divisie,FC Dordrecht,19.0,2.58,95%,63%,53%,26%,21%,0%,42%,26%,37%,21%,32%
Netherlands - Eerste Divisie,MVV Maastricht,19.0,2.58,84%,63%,42%,37%,21%,5%,42%,16%,58%,0%,42%
Netherlands - Eerste Divisie,TOP Oss,19.0,2.16,79%,63%,37%,32%,5%,0%,37%,21%,63%,0%,42%
Northern Ireland - NIFL Premiership,Cliftonville,20.0,2.9,95%,85%,50%,35%,20%,5%,60%,5%,40%,0%,35%
Northern Ireland - NIFL Premiership,Loughgall,19.0,2.84,89%,74%,47%,42%,16%,11%,47%,16%,47%,5%,37%
Northern Ireland - NIFL Premiership,Glentoran,21.0,2.71,90%,81%,62%,29%,10%,0%,57%,24%,29%,14%,19%
Northern Ireland - NIFL Premiership,Coleraine,19.0,2.63,95%,79%,58%,21%,5%,5%,58%,32%,16%,26%,11%
Northern Ireland - NIFL Premiership,Carrick Rangers,18.0,2.61,94%,83%,61%,22%,0%,0%,56%,6%,44%,0%,39%
Northern Ireland - NIFL Premiership,Dungannon,18.0,2.61,100%,72%,39%,28%,17%,6%,44%,33%,22%,33%,22%
Northern Ireland - NIFL Premiership,Ballymena Utd,20.0,2.6,95%,60%,50%,30%,20%,5%,40%,30%,35%,25%,30%
Northern Ireland - NIFL Premiership,Portadown,18.0,2.56,100%,78%,44%,22%,11%,0%,39%,28%,33%,28%,33%
Northern Ireland - NIFL Premiership,Linfield,18.0,2.5,89%,67%,56%,33%,6%,0%,39%,50%,22%,39%,11%
Northern Ireland - NIFL Premiership,Larne,20.0,2.35,95%,65%,45%,25%,5%,0%,55%,30%,20%,25%,15%
Northern Ireland - NIFL Premiership,Glenavon,19.0,2.26,89%,74%,26%,21%,11%,5%,26%,37%,47%,26%,37%
Northern Ireland - NIFL Premiership,Crusaders,18.0,1.89,94%,44%,33%,17%,0%,0%,28%,44%,33%,39%,28%
Norway - Eliteserien,Tromso,8.0,4.0,100%,75%,75%,75%,38%,12%,75%,25%,0%,25%,0%
Norway - Eliteserien,Stromsgodset,9.0,3.89,100%,78%,78%,67%,67%,0%,56%,11%,33%,11%,33%
Norway - Eliteserien,Viking,9.0,3.78,100%,78%,67%,67%,33%,22%,78%,22%,0%,22%,0%
Norway - Eliteserien,Kristiansund,9.0,3.33,89%,78%,67%,44%,33%,22%,67%,22%,22%,11%,11%
Norway - Eliteserien,Haugesund,8.0,3.25,100%,75%,75%,50%,12%,12%,50%,0%,50%,0%,50%
Norway - Eliteserien,Bodo/Glimt,7.0,3.0,100%,71%,57%,43%,14%,14%,57%,43%,0%,43%,0%
Norway - Eliteserien,Brann,7.0,3.0,100%,100%,57%,14%,14%,14%,43%,14%,43%,14%,43%
Norway - Eliteserien,Bryne,7.0,3.0,100%,100%,57%,29%,14%,0%,71%,14%,14%,14%,14%
Norway - Eliteserien,Molde,8.0,3.0,88%,75%,75%,25%,25%,12%,38%,38%,38%,25%,25%
Norway - Eliteserien,Sandefjord,7.0,3.0,100%,71%,57%,57%,14%,0%,57%,14%,29%,14%,29%
Norway - Eliteserien,Valerenga,9.0,2.78,100%,78%,33%,11%,11%,11%,44%,33%,22%,33%,22%
Norway - Eliteserien,KFUM Oslo,8.0,2.75,88%,75%,50%,38%,25%,0%,38%,38%,38%,25%,25%
Norway - Eliteserien,Rosenborg,8.0,2.75,88%,88%,50%,38%,12%,0%,38%,38%,38%,25%,25%
Norway - Eliteserien,HamKam,8.0,2.63,100%,100%,50%,12%,0%,0%,25%,25%,50%,25%,50%
Norway - Eliteserien,Sarpsborg 08,8.0,2.5,75%,75%,50%,38%,12%,0%,62%,38%,25%,12%,0%
Norway - Eliteserien,Fredrikstad,7.0,2.29,86%,57%,29%,14%,14%,14%,43%,29%,43%,14%,29%
Norway - 1st Division,Moss,7.0,3.57,100%,100%,71%,43%,29%,14%,43%,0%,57%,0%,57%
Norway - 1st Division,Raufoss,7.0,3.43,100%,100%,71%,57%,14%,0%,100%,0%,0%,0%,0%
Norway - 1st Division,Lillestrom,8.0,3.38,100%,88%,75%,50%,12%,12%,38%,62%,0%,62%,0%
Norway - 1st Division,Aalesund,7.0,3.29,86%,86%,71%,43%,14%,14%,71%,14%,29%,0%,14%
Norway - 1st Division,Skeid,8.0,3.25,100%,88%,62%,25%,25%,12%,88%,0%,12%,0%,12%
Norway - 1st Division,Sogndal,8.0,3.25,88%,88%,75%,38%,25%,12%,75%,25%,12%,12%,0%
Norway - 1st Division,Kongsvinger,7.0,3.14,100%,100%,57%,43%,14%,0%,71%,14%,14%,14%,14%
Norway - 1st Division,Hodd,8.0,3.13,100%,88%,50%,38%,12%,12%,75%,12%,12%,12%,12%
Norway - 1st Division,Asane,8.0,3.0,100%,88%,50%,38%,25%,0%,62%,0%,38%,0%,38%
Norway - 1st Division,Lyn,7.0,3.0,100%,100%,71%,14%,14%,0%,57%,29%,14%,29%,14%
Norway - 1st Division,Odd,7.0,3.0,100%,71%,57%,57%,14%,0%,71%,0%,29%,0%,29%
Norway - 1st Division,Ranheim,7.0,3.0,86%,71%,57%,29%,29%,14%,57%,29%,29%,14%,14%
Norway - 1st Division,Stabaek,8.0,3.0,100%,75%,38%,38%,25%,25%,62%,12%,25%,12%,25%
Norway - 1st Division,Mjondalen,7.0,2.86,86%,71%,57%,57%,14%,0%,57%,14%,43%,0%,29%
Norway - 1st Division,Start,8.0,2.75,88%,75%,62%,38%,12%,0%,50%,50%,12%,38%,0%
Norway - 1st Division,Egersund,8.0,2.5,100%,62%,38%,25%,12%,12%,50%,25%,25%,25%,25%
Norway - Division 3,Flekkeroy,7.0,4.57,86%,71%,71%,57%,57%,57%,57%,14%,43%,0%,29%
Norway - Division 3,Brann B,7.0,4.43,100%,100%,100%,43%,43%,29%,86%,0%,14%,0%,14%
Norway - Division 3,Sandnes Ulf,7.0,4.43,100%,100%,100%,71%,29%,29%,86%,14%,0%,14%,0%
Norway - Division 3,Brattvag,7.0,4.29,100%,86%,71%,43%,43%,43%,86%,0%,14%,0%,14%
Norway - Division 3,Pors Grenland,7.0,4.14,100%,100%,71%,43%,43%,29%,86%,14%,0%,14%,0%
Norway - Division 3,Sandviken,7.0,4.0,100%,100%,86%,43%,29%,29%,86%,0%,14%,0%,14%
Norway - Division 3,Jerv,7.0,3.86,100%,100%,86%,43%,43%,14%,86%,0%,14%,0%,14%
Norway - Division 3,Eik Tonsberg,7.0,3.43,100%,100%,71%,57%,14%,0%,71%,14%,14%,14%,14%
Norway - Division 3,Notodden,7.0,3.14,86%,86%,57%,43%,14%,14%,57%,14%,43%,0%,29%
Norway - Division 3,Lysekloster,7.0,3.0,71%,71%,71%,29%,14%,14%,71%,29%,29%,0%,0%
