League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Egypt - Premier League,Pyramids FC,15.0,2.73,100%,60%,47%,33%,20%,13%,53%,40%,7%,40%,7%
Egypt - Premier League,National Bank,14.0,2.71,86%,64%,57%,36%,21%,7%,64%,36%,14%,21%,0%
Egypt - Premier League,Petrojet,11.0,2.64,100%,82%,45%,27%,9%,0%,64%,18%,18%,18%,18%
Egypt - Premier League,Zamalek,13.0,2.62,92%,77%,54%,38%,0%,0%,38%,46%,23%,38%,15%
Egypt - Premier League,Haras El Hodood,13.0,2.54,92%,69%,46%,31%,15%,0%,31%,23%,54%,15%,46%
Egypt - Premier League,Ceramica C.,12.0,2.42,92%,75%,33%,17%,8%,8%,42%,50%,17%,42%,8%
Egypt - Premier League,Modern Sport,13.0,2.38,85%,62%,46%,23%,15%,8%,62%,23%,31%,8%,15%
Egypt - Premier League,Ghazl El M.,12.0,2.25,83%,58%,42%,17%,17%,8%,42%,25%,50%,8%,33%
Egypt - Premier League,Pharco,10.0,2.2,80%,70%,40%,10%,10%,10%,20%,30%,70%,10%,50%
Egypt - Premier League,Al Ahly,12.0,2.08,83%,58%,33%,25%,8%,0%,33%,58%,25%,42%,8%
Egypt - Premier League,Al Masry,13.0,2.0,85%,62%,31%,8%,8%,8%,46%,46%,23%,31%,8%
Egypt - Premier League,El Gouna,13.0,1.92,69%,46%,38%,23%,15%,0%,23%,46%,62%,15%,31%
Egypt - Premier League,ENPPI,13.0,1.92,77%,46%,31%,15%,8%,8%,38%,38%,46%,15%,23%
Egypt - Premier League,El Geish,11.0,1.73,73%,45%,36%,9%,9%,0%,27%,55%,45%,27%,18%
Egypt - Premier League,ZED FC,11.0,1.73,82%,64%,27%,0%,0%,0%,45%,45%,27%,27%,9%
Egypt - Premier League,Ismaily,12.0,1.67,92%,50%,17%,8%,0%,0%,25%,25%,58%,17%,50%
Egypt - Premier League,Smouha,13.0,1.46,85%,38%,15%,8%,0%,0%,23%,38%,54%,23%,38%
Egypt - Premier League,Al Ittihad,14.0,1.43,64%,50%,14%,7%,7%,0%,36%,43%,57%,7%,21%
Ecuador - Liga Pro,U. Catolica,12.0,3.42,100%,92%,67%,50%,25%,8%,75%,17%,8%,17%,8%
Ecuador - Liga Pro,Barcelona SC,11.0,3.09,100%,73%,55%,55%,27%,0%,55%,36%,9%,36%,9%
Ecuador - Liga Pro,Delfin,11.0,3.09,100%,91%,64%,36%,18%,0%,55%,9%,36%,9%,36%
Ecuador - Liga Pro,El Nacional,11.0,3.0,91%,73%,45%,45%,27%,9%,73%,9%,27%,0%,18%
Ecuador - Liga Pro,I. del Valle,12.0,3.0,100%,100%,75%,25%,0%,0%,67%,25%,8%,25%,8%
Ecuador - Liga Pro,Tecnico U.,11.0,2.55,91%,64%,45%,27%,27%,0%,55%,36%,18%,27%,9%
Ecuador - Liga Pro,Cuniburo,11.0,2.45,82%,73%,64%,27%,0%,0%,55%,18%,45%,0%,27%
Ecuador - Liga Pro,Emelec,11.0,2.45,100%,91%,27%,9%,9%,9%,55%,9%,36%,9%,36%
Ecuador - Liga Pro,Libertad,11.0,2.45,100%,73%,27%,27%,9%,9%,64%,18%,18%,18%,18%
Ecuador - Liga Pro,LDU Quito,11.0,2.27,100%,64%,45%,18%,0%,0%,55%,27%,18%,27%,18%
Ecuador - Liga Pro,Manta,11.0,2.27,100%,82%,36%,9%,0%,0%,45%,0%,55%,0%,55%
Ecuador - Liga Pro,Orense,11.0,2.27,82%,45%,36%,27%,18%,9%,27%,36%,55%,18%,36%
Ecuador - Liga Pro,Mushuc Runa,11.0,2.18,100%,73%,36%,9%,0%,0%,64%,0%,36%,0%,36%
Ecuador - Liga Pro,Aucas,10.0,2.1,100%,70%,30%,10%,0%,0%,60%,30%,10%,30%,10%
Ecuador - Liga Pro,Macara,10.0,2.1,80%,40%,30%,20%,20%,10%,40%,30%,50%,10%,30%
Ecuador - Liga Pro,D. Cuenca,11.0,2.09,82%,45%,45%,36%,0%,0%,36%,45%,36%,27%,18%
Ecuador - Serie B,22 de Julio,10.0,3.3,90%,80%,60%,50%,20%,10%,40%,20%,50%,10%,40%
Ecuador - Serie B,Chacaritas,10.0,3.2,90%,80%,60%,50%,30%,10%,30%,10%,70%,0%,60%
Ecuador - Serie B,Imbabura,10.0,2.9,100%,80%,70%,30%,10%,0%,70%,0%,30%,0%,30%
Ecuador - Serie B,Vargas Torres,10.0,2.5,80%,70%,50%,20%,20%,10%,70%,20%,30%,0%,10%
Ecuador - Serie B,Gualaceo,10.0,2.3,90%,90%,40%,10%,0%,0%,50%,20%,40%,10%,30%
Ecuador - Serie B,I. Juniors,10.0,2.3,90%,70%,30%,30%,10%,0%,20%,30%,60%,20%,50%
Ecuador - Serie B,Vinotinto,10.0,2.3,90%,60%,50%,20%,10%,0%,40%,10%,60%,0%,50%
Ecuador - Serie B,Cumbaya,10.0,1.9,100%,60%,20%,10%,0%,0%,30%,20%,50%,20%,50%
Ecuador - Serie B,Guayaquil City,10.0,1.7,80%,50%,20%,10%,10%,0%,50%,40%,30%,20%,10%
Ecuador - Serie B,Nueve Octubre,10.0,1.7,100%,50%,20%,0%,0%,0%,50%,20%,30%,20%,30%
Ecuador - Serie B,San Antonio,10.0,1.7,90%,40%,20%,10%,10%,0%,40%,30%,40%,20%,30%
Ecuador - Serie B,Leones Norte,10.0,1.5,80%,40%,20%,10%,0%,0%,30%,40%,50%,20%,30%
England - Premier League,Brighton,19.0,3.63,100%,95%,74%,53%,21%,16%,68%,26%,5%,26%,5%
England - Premier League,Liverpool,19.0,3.63,100%,89%,63%,53%,32%,11%,58%,42%,0%,42%,0%
England - Premier League,Bournemouth,19.0,3.42,95%,89%,79%,53%,21%,5%,79%,11%,16%,5%,11%
England - Premier League,Leicester City,19.0,3.37,100%,95%,74%,47%,16%,5%,58%,0%,42%,0%,42%
England - Premier League,Wolverhampton,19.0,3.37,100%,84%,74%,42%,16%,11%,63%,16%,21%,16%,21%
England - Premier League,Nottm Forest,19.0,3.26,100%,89%,68%,32%,21%,11%,58%,26%,16%,26%,16%
England - Premier League,Ipswich Town,19.0,3.16,95%,79%,63%,42%,26%,5%,68%,5%,32%,0%,26%
England - Premier League,Tottenham,19.0,3.11,100%,79%,53%,37%,32%,11%,47%,21%,32%,21%,32%
England - Premier League,Aston Villa,19.0,2.89,100%,84%,68%,26%,11%,0%,47%,26%,26%,26%,26%
England - Premier League,Newcastle Utd,19.0,2.89,95%,84%,58%,37%,11%,5%,58%,26%,21%,21%,16%
England - Premier League,Chelsea,19.0,2.84,89%,74%,53%,21%,16%,16%,53%,26%,32%,16%,21%
England - Premier League,Crystal Palace,19.0,2.74,95%,84%,42%,32%,11%,5%,53%,37%,16%,32%,11%
England - Premier League,Southampton,19.0,2.74,95%,79%,53%,42%,5%,0%,58%,5%,42%,0%,37%
England - Premier League,Arsenal,19.0,2.68,95%,79%,37%,32%,11%,11%,58%,32%,16%,26%,11%
England - Premier League,Fulham,19.0,2.68,100%,79%,53%,21%,16%,0%,68%,16%,16%,16%,16%
England - Premier League,West Ham Utd,19.0,2.68,100%,84%,42%,26%,16%,0%,63%,26%,11%,26%,11%
England - Premier League,Manchester City,19.0,2.63,89%,79%,47%,26%,11%,11%,47%,42%,21%,32%,11%
England - Premier League,Brentford,19.0,2.53,89%,79%,58%,21%,5%,0%,58%,37%,16%,26%,5%
England - Premier League,Manchester Utd,19.0,2.47,89%,68%,47%,21%,11%,5%,47%,26%,37%,16%,26%
England - Premier League,Everton,19.0,1.95,89%,53%,26%,21%,5%,0%,37%,32%,42%,21%,32%
FaroeIslands - Premier League,NSI Runavik,8.0,5.88,100%,100%,100%,88%,75%,50%,75%,25%,0%,25%,0%
FaroeIslands - Premier League,TB Tvoroyri,8.0,4.63,100%,88%,75%,75%,62%,12%,50%,12%,38%,12%,38%
FaroeIslands - Premier League,B36 Torshavn,7.0,4.0,100%,86%,86%,57%,43%,14%,86%,14%,0%,14%,0%
FaroeIslands - Premier League,B68 Toftir,8.0,3.88,100%,88%,62%,38%,25%,12%,62%,12%,25%,12%,25%
FaroeIslands - Premier League,HB Torshavn,8.0,3.5,100%,88%,88%,50%,25%,0%,62%,25%,12%,25%,12%
FaroeIslands - Premier League,07 Vestur,8.0,3.38,88%,75%,75%,50%,25%,12%,75%,12%,25%,0%,12%
FaroeIslands - Premier League,Klaksvik,8.0,3.13,100%,88%,62%,50%,12%,0%,38%,62%,0%,62%,0%
FaroeIslands - Premier League,Suduroy,8.0,2.75,100%,75%,62%,38%,0%,0%,38%,0%,62%,0%,62%
FaroeIslands - Premier League,Streymur,9.0,2.67,89%,78%,56%,33%,11%,0%,56%,33%,22%,22%,11%
FaroeIslands - Premier League,Vikingur,9.0,2.11,100%,78%,33%,0%,0%,0%,44%,33%,22%,33%,22%
Finland - Veikkausliiga,KTP,8.0,4.25,100%,100%,100%,62%,62%,0%,75%,0%,25%,0%,25%
Finland - Veikkausliiga,VPS,9.0,4.0,100%,100%,89%,67%,33%,11%,89%,11%,0%,11%,0%
Finland - Veikkausliiga,SJK,8.0,3.63,100%,75%,75%,62%,38%,12%,75%,12%,12%,12%,12%
Finland - Veikkausliiga,HJK Helsinki,9.0,3.33,100%,89%,67%,44%,22%,11%,33%,44%,22%,44%,22%
Finland - Veikkausliiga,Gnistan,9.0,3.11,78%,67%,56%,44%,33%,11%,56%,33%,33%,11%,11%
Finland - Veikkausliiga,Ilves,9.0,3.0,100%,78%,56%,44%,22%,0%,33%,56%,11%,56%,11%
Finland - Veikkausliiga,Oulu,9.0,3.0,89%,67%,67%,44%,11%,11%,67%,22%,22%,11%,11%
Finland - Veikkausliiga,Jaro,9.0,2.78,89%,67%,56%,44%,22%,0%,56%,33%,22%,22%,11%
Finland - Veikkausliiga,Haka,8.0,2.75,88%,88%,50%,38%,12%,0%,75%,12%,25%,0%,12%
Finland - Veikkausliiga,Inter Turku,8.0,2.75,100%,62%,50%,50%,12%,0%,50%,50%,0%,50%,0%
Finland - Veikkausliiga,Mariehamn,8.0,2.5,88%,62%,38%,38%,25%,0%,50%,38%,25%,25%,12%
Finland - Veikkausliiga,KuPS,8.0,2.38,88%,75%,50%,25%,0%,0%,62%,12%,38%,0%,25%
Finland - Ykkonen,KaPa,9.0,4.78,100%,89%,78%,78%,44%,44%,78%,0%,22%,0%,22%
Finland - Ykkonen,TPS,9.0,4.44,100%,100%,89%,67%,44%,33%,78%,22%,0%,22%,0%
Finland - Ykkonen,JaPS,8.0,4.25,100%,88%,50%,50%,50%,38%,75%,0%,25%,0%,25%
Finland - Ykkonen,SalPa,9.0,3.78,100%,89%,78%,67%,22%,11%,56%,0%,44%,0%,44%
Finland - Ykkonen,Klubi-04,8.0,3.75,100%,100%,75%,38%,38%,12%,62%,25%,12%,25%,12%
Finland - Ykkonen,SJK Akatemia,8.0,3.13,88%,75%,75%,50%,25%,0%,62%,25%,25%,12%,12%
Finland - Ykkonen,Ekenas IF,8.0,2.75,100%,75%,50%,38%,12%,0%,62%,25%,12%,25%,12%
Finland - Ykkonen,Lahti,9.0,2.67,89%,78%,67%,33%,0%,0%,56%,44%,11%,33%,0%
Finland - Ykkonen,PK-35,8.0,2.63,100%,100%,38%,12%,12%,0%,88%,0%,12%,0%,12%
Finland - Ykkonen,JIPPO,9.0,2.44,89%,89%,33%,22%,11%,0%,89%,11%,11%,0%,0%
Finland - Kakkonen,Inter Turku B,8.0,4.75,100%,88%,88%,88%,38%,25%,88%,0%,12%,0%,12%
Finland - Kakkonen,KuPS Ak.,8.0,3.75,100%,88%,88%,38%,25%,25%,62%,12%,25%,12%,25%
Finland - Kakkonen,PKKU,8.0,3.75,100%,75%,75%,75%,38%,12%,62%,25%,12%,25%,12%
Finland - Kakkonen,Tampere Utd,8.0,3.5,100%,88%,62%,50%,50%,0%,50%,12%,38%,12%,38%
Finland - Kakkonen,Mikkelin,8.0,3.38,88%,88%,75%,62%,25%,0%,62%,25%,25%,12%,12%
Finland - Kakkonen,EPS,8.0,3.25,100%,88%,50%,38%,25%,12%,38%,12%,50%,12%,50%
Finland - Kakkonen,OLS Oulu,8.0,3.25,88%,88%,62%,62%,25%,0%,75%,12%,25%,0%,12%
Finland - Kakkonen,Atlantis,8.0,3.13,88%,75%,50%,25%,25%,25%,38%,38%,38%,25%,25%
Finland - Kakkonen,Rovaniemi,8.0,3.13,100%,88%,62%,50%,12%,0%,38%,25%,38%,25%,38%
Finland - Kakkonen,KPV Kokkola,8.0,3.0,100%,75%,38%,38%,12%,12%,62%,0%,38%,0%,38%
Finland - Kakkonen,Jazz Pori,8.0,2.38,88%,62%,62%,25%,0%,0%,62%,38%,12%,25%,0%
Finland - Kakkonen,JJK,8.0,2.25,100%,62%,50%,12%,0%,0%,38%,12%,50%,12%,50%
Finland - Kakkonen - A,JPS,7.0,5.14,100%,100%,100%,86%,43%,43%,57%,0%,43%,0%,43%
Finland - Kakkonen - A,Honka,8.0,5.13,100%,100%,88%,62%,25%,25%,75%,25%,0%,25%,0%
Finland - Kakkonen - A,Vaajakoski,8.0,4.88,100%,100%,100%,75%,62%,38%,88%,0%,12%,0%,12%
Finland - Kakkonen - A,Reipas,8.0,4.75,100%,100%,88%,75%,50%,38%,100%,0%,0%,0%,0%
Finland - Kakkonen - A,MYPA,7.0,4.43,100%,100%,71%,57%,57%,29%,29%,43%,29%,43%,29%
Finland - Kakkonen - A,HaPK,7.0,4.14,100%,100%,71%,57%,57%,29%,29%,14%,57%,14%,57%
Finland - Kakkonen - A,VJS,8.0,4.0,100%,88%,75%,50%,50%,38%,50%,38%,12%,38%,12%
Finland - Kakkonen - A,PuiU Helsinki,7.0,3.71,100%,86%,71%,43%,14%,14%,29%,29%,43%,29%,43%
Finland - Kakkonen - A,PEPO,7.0,3.57,86%,86%,71%,57%,43%,14%,86%,14%,14%,0%,0%
Finland - Kakkonen - A,GrIFK,8.0,3.38,100%,88%,62%,25%,25%,25%,88%,12%,0%,12%,0%
Finland - Kakkonen - B,Atlantis B,8.0,5.0,100%,100%,88%,62%,38%,38%,62%,0%,38%,0%,38%
Finland - Kakkonen - B,MuSa,7.0,5.0,100%,100%,86%,57%,43%,43%,86%,14%,0%,14%,0%
Finland - Kakkonen - B,NJS,7.0,4.29,100%,86%,71%,71%,57%,14%,57%,0%,43%,0%,43%
Finland - Kakkonen - B,TPV,8.0,4.25,100%,100%,88%,62%,50%,25%,88%,12%,0%,12%,0%
Finland - Kakkonen - B,HPS,7.0,3.57,100%,100%,71%,43%,29%,14%,86%,0%,14%,0%,14%
Finland - Kakkonen - B,P-Iirot,7.0,3.57,100%,86%,71%,57%,29%,14%,71%,29%,0%,29%,0%
Finland - Kakkonen - B,Kiffen,8.0,3.5,100%,75%,50%,50%,38%,25%,50%,12%,38%,12%,38%
Finland - Kakkonen - B,Ilves B,7.0,3.29,100%,100%,57%,43%,14%,14%,71%,29%,0%,29%,0%
Finland - Kakkonen - B,PPJ,8.0,3.0,100%,75%,50%,38%,25%,12%,50%,0%,50%,0%,50%
Finland - Kakkonen - B,HJS,8.0,2.88,100%,88%,50%,25%,25%,0%,50%,38%,12%,38%,12%
Finland - Kakkonen - C,JS Hercules,7.0,5.71,100%,100%,100%,86%,86%,71%,86%,0%,14%,0%,14%
Finland - Kakkonen - C,SJK Akatemia B,6.0,5.5,100%,100%,100%,100%,83%,50%,67%,17%,17%,17%,17%
Finland - Kakkonen - C,VIFK,7.0,5.43,100%,100%,100%,100%,86%,43%,86%,0%,14%,0%,14%
Finland - Kakkonen - C,OsPa,7.0,4.71,100%,100%,100%,71%,43%,14%,100%,0%,0%,0%,0%
Finland - Kakkonen - C,TP-47,6.0,4.33,100%,83%,67%,50%,50%,50%,83%,0%,17%,0%,17%
Finland - Kakkonen - C,GBK Kokkola,6.0,4.0,100%,83%,83%,50%,50%,17%,67%,17%,17%,17%,17%
Finland - Kakkonen - C,Narpes Kraft,7.0,3.57,100%,86%,57%,43%,43%,14%,71%,14%,14%,14%,14%
Finland - Kakkonen - C,VPS B,8.0,3.38,88%,88%,75%,38%,25%,12%,62%,38%,12%,25%,0%
Finland - Kakkonen - C,JBK,7.0,3.14,100%,86%,57%,43%,29%,0%,57%,14%,29%,14%,29%
France - Ligue 1,Paris SG,17.0,3.88,94%,88%,71%,53%,47%,24%,82%,18%,6%,12%,0%
France - Ligue 1,Brest,17.0,3.47,94%,88%,71%,47%,29%,18%,59%,18%,29%,12%,24%
France - Ligue 1,Rennes,17.0,3.47,100%,82%,71%,53%,29%,12%,59%,18%,24%,18%,24%
France - Ligue 1,Saint-Etienne,17.0,3.47,100%,82%,59%,47%,29%,18%,53%,12%,35%,12%,35%
France - Ligue 1,Auxerre,17.0,3.41,100%,94%,65%,65%,12%,6%,65%,18%,18%,18%,18%
France - Ligue 1,Marseille,17.0,3.35,100%,94%,71%,47%,18%,6%,59%,18%,24%,18%,24%
France - Ligue 1,Le Havre,17.0,3.24,100%,94%,53%,29%,24%,18%,65%,18%,18%,18%,18%
France - Ligue 1,Nantes,17.0,3.18,94%,94%,53%,35%,24%,6%,82%,6%,18%,0%,12%
France - Ligue 1,Nice,17.0,3.18,94%,88%,65%,47%,18%,6%,76%,12%,18%,6%,12%
France - Ligue 1,Lyon,17.0,3.12,94%,94%,65%,35%,18%,6%,65%,24%,18%,18%,12%
France - Ligue 1,Monaco,17.0,2.94,94%,94%,71%,29%,6%,0%,71%,24%,12%,18%,6%
France - Ligue 1,Strasbourg,17.0,2.76,94%,71%,47%,24%,18%,18%,53%,35%,18%,29%,12%
France - Ligue 1,Toulouse,17.0,2.65,88%,76%,53%,29%,18%,0%,41%,35%,35%,24%,24%
France - Ligue 1,Montpellier,17.0,2.59,100%,65%,41%,18%,18%,18%,24%,0%,76%,0%,76%
France - Ligue 1,Lens,17.0,2.35,100%,76%,35%,24%,0%,0%,53%,29%,18%,29%,18%
France - Ligue 1,Lille,17.0,2.29,88%,76%,41%,18%,6%,0%,41%,41%,29%,29%,18%
France - Ligue 1,Reims,17.0,2.24,82%,65%,53%,24%,0%,0%,41%,29%,47%,12%,29%
France - Ligue 1,Angers,17.0,2.0,100%,59%,18%,12%,6%,6%,35%,24%,41%,24%,41%
France - Ligue 2,Rodez Aveyron,17.0,3.29,100%,88%,65%,35%,24%,18%,65%,18%,18%,18%,18%
France - Ligue 2,Pau FC,17.0,3.12,94%,82%,59%,53%,18%,6%,65%,12%,29%,6%,24%
France - Ligue 2,Caen,17.0,2.94,100%,71%,71%,41%,6%,6%,53%,12%,35%,12%,35%
France - Ligue 2,Guingamp,17.0,2.94,100%,71%,59%,47%,18%,0%,59%,29%,12%,29%,12%
France - Ligue 2,Red Star,17.0,2.76,94%,76%,47%,29%,18%,6%,59%,18%,29%,12%,24%
France - Ligue 2,Metz,17.0,2.71,88%,76%,59%,29%,18%,0%,65%,24%,24%,12%,12%
France - Ligue 2,Annecy,17.0,2.65,88%,59%,41%,35%,24%,18%,47%,35%,29%,24%,18%
France - Ligue 2,Grenoble,17.0,2.65,88%,76%,59%,29%,12%,0%,41%,24%,47%,12%,35%
France - Ligue 2,Martigues,17.0,2.65,100%,59%,47%,24%,18%,18%,35%,24%,41%,24%,41%
France - Ligue 2,USL Dunkerque,17.0,2.65,100%,76%,29%,24%,24%,12%,53%,24%,24%,24%,24%
France - Ligue 2,Amiens,17.0,2.47,100%,76%,47%,18%,6%,0%,41%,12%,47%,12%,47%
France - Ligue 2,Clermont,17.0,2.35,94%,71%,41%,24%,6%,0%,41%,24%,41%,18%,35%
France - Ligue 2,Laval,17.0,2.35,88%,71%,41%,18%,6%,6%,41%,35%,35%,24%,24%
France - Ligue 2,Troyes,17.0,2.29,94%,71%,53%,12%,0%,0%,35%,35%,35%,29%,29%
France - Ligue 2,Lorient,17.0,2.24,88%,59%,47%,12%,12%,6%,53%,29%,29%,18%,18%
France - Ligue 2,Paris FC,17.0,2.24,88%,71%,41%,18%,6%,0%,41%,41%,29%,29%,18%
France - Ligue 2,SC Bastia,17.0,2.18,88%,71%,29%,24%,6%,0%,47%,24%,41%,12%,29%
France - Ligue 2,AC Ajaccio,17.0,1.94,94%,53%,29%,18%,0%,0%,24%,18%,65%,12%,59%
France - National,Chateauroux,16.0,3.06,94%,75%,56%,50%,12%,6%,56%,6%,44%,0%,38%
France - National,Concarneau,16.0,2.94,94%,75%,62%,25%,19%,12%,56%,19%,31%,12%,25%
France - National,Nancy,16.0,2.94,94%,75%,50%,38%,19%,12%,50%,38%,19%,31%,12%
France - National,Le Mans,16.0,2.81,94%,62%,56%,31%,25%,6%,44%,38%,25%,31%,19%
France - National,Versailles,16.0,2.69,81%,62%,44%,44%,25%,12%,50%,19%,50%,0%,31%
France - National,Quevilly Rouen,16.0,2.63,88%,69%,31%,25%,25%,19%,44%,38%,31%,25%,19%
France - National,Boulogne,16.0,2.38,100%,75%,31%,19%,12%,0%,50%,31%,19%,31%,19%
France - National,Paris 13 A.,16.0,2.38,88%,75%,38%,25%,6%,6%,56%,19%,38%,6%,25%
France - National,Rouen,16.0,2.31,94%,69%,50%,19%,0%,0%,69%,12%,25%,6%,19%
France - National,Aubagne,16.0,2.25,94%,50%,25%,12%,12%,12%,38%,25%,44%,19%,38%
France - National,Dijon,16.0,2.25,75%,62%,50%,19%,12%,6%,56%,31%,38%,6%,12%
France - National,Valenciennes,16.0,2.19,88%,81%,38%,6%,6%,0%,56%,25%,31%,12%,19%
France - National,Villefranche,16.0,2.13,88%,62%,31%,19%,6%,6%,50%,19%,44%,6%,31%
France - National,Nimes,16.0,2.06,88%,62%,38%,12%,6%,0%,38%,19%,56%,6%,44%
France - National,Bourg-en-Bresse,16.0,1.94,94%,56%,38%,6%,0%,0%,44%,25%,38%,19%,31%
France - National,Orleans,16.0,1.94,88%,62%,31%,12%,0%,0%,31%,31%,50%,19%,38%
France - National,Sochaux,16.0,1.81,88%,50%,12%,12%,12%,6%,50%,25%,38%,12%,25%
Georgia - Erovnuli Liga,Samgurali,9.0,3.22,100%,100%,67%,22%,11%,11%,78%,11%,11%,11%,11%
Georgia - Erovnuli Liga,Telavi,9.0,3.11,89%,78%,56%,22%,22%,22%,33%,11%,67%,0%,56%
Georgia - Erovnuli Liga,Kolkheti Poti,9.0,2.56,100%,78%,44%,22%,11%,0%,33%,11%,56%,11%,56%
Georgia - Erovnuli Liga,Gagra,8.0,2.25,100%,75%,38%,12%,0%,0%,38%,50%,12%,50%,12%
Georgia - Erovnuli Liga,Dila Gori,9.0,2.22,89%,56%,56%,11%,11%,0%,44%,44%,22%,33%,11%
Georgia - Erovnuli Liga,Torpedo Kutaisi,9.0,2.22,100%,67%,33%,22%,0%,0%,44%,22%,33%,22%,33%
Georgia - Erovnuli Liga,Gareji Sagarejo,9.0,2.11,100%,67%,33%,11%,0%,0%,56%,22%,22%,22%,22%
Georgia - Erovnuli Liga,Dinamo Batumi,9.0,1.89,89%,78%,22%,0%,0%,0%,56%,22%,33%,11%,22%
Georgia - Erovnuli Liga,Iberia,9.0,1.89,78%,44%,33%,22%,11%,0%,44%,56%,22%,33%,0%
Georgia - Erovnuli Liga,Dinamo Tbilisi,10.0,1.8,80%,60%,30%,10%,0%,0%,40%,30%,50%,10%,30%
Germany - Bundesliga,Holstein Kiel,17.0,3.76,100%,94%,82%,65%,24%,6%,88%,6%,6%,6%,6%
Germany - Bundesliga,Werder Bremen,17.0,3.76,100%,88%,76%,53%,35%,18%,59%,24%,18%,24%,18%
Germany - Bundesliga,Bayern Munich,17.0,3.65,94%,82%,71%,59%,35%,18%,59%,41%,6%,35%,0%
Germany - Bundesliga,Dortmund,17.0,3.47,94%,94%,65%,47%,29%,18%,71%,12%,24%,6%,18%
Germany - Bundesliga,Leverkusen,17.0,3.35,94%,88%,59%,53%,29%,6%,76%,24%,6%,18%,0%
Germany - Bundesliga,Monchengladbach,17.0,3.35,94%,94%,65%,35%,24%,18%,71%,18%,18%,12%,12%
Germany - Bundesliga,FSV Mainz,17.0,3.29,94%,82%,71%,41%,24%,12%,53%,24%,29%,18%,24%
Germany - Bundesliga,Heidenheim,17.0,3.24,100%,76%,53%,35%,29%,24%,47%,29%,24%,29%,24%
Germany - Bundesliga,Stuttgart,17.0,3.24,94%,76%,65%,59%,12%,6%,59%,24%,24%,18%,18%
Germany - Bundesliga,Hoffenheim,17.0,3.12,88%,76%,59%,53%,18%,6%,65%,18%,29%,6%,18%
Germany - Bundesliga,Wolfsburg,17.0,3.12,94%,71%,59%,47%,24%,12%,59%,24%,24%,18%,18%
Germany - Bundesliga,Bochum,17.0,3.0,94%,76%,47%,35%,18%,12%,47%,18%,41%,12%,35%
Germany - Bundesliga,E. Frankfurt,17.0,3.0,94%,88%,59%,41%,12%,6%,65%,18%,24%,12%,18%
Germany - Bundesliga,FC Augsburg,17.0,2.82,94%,88%,53%,35%,6%,6%,41%,29%,35%,24%,29%
Germany - Bundesliga,RB Leipzig,17.0,2.65,71%,59%,47%,35%,29%,18%,41%,47%,41%,18%,12%
Germany - Bundesliga,Union Berlin,17.0,2.65,88%,76%,53%,24%,18%,6%,41%,24%,47%,12%,35%
Germany - Bundesliga,Freiburg,17.0,2.59,88%,65%,53%,35%,12%,6%,41%,41%,29%,29%,18%
Germany - Bundesliga,Sankt Pauli,17.0,2.35,94%,76%,41%,18%,6%,0%,41%,29%,35%,24%,29%
Greece - Super League,PAOK,16.0,3.31,94%,88%,75%,38%,31%,6%,75%,25%,6%,19%,0%
Greece - Super League,Panserraikos,18.0,2.78,100%,72%,67%,22%,17%,0%,50%,6%,44%,6%,44%
Greece - Super League,OFI Crete,13.0,2.69,92%,77%,54%,31%,15%,0%,54%,15%,38%,8%,31%
Greece - Super League,Volos,18.0,2.67,100%,78%,56%,22%,11%,0%,44%,22%,33%,22%,33%
Greece - Super League,Aris,13.0,2.62,100%,77%,46%,23%,15%,0%,62%,31%,8%,31%,8%
Greece - Super League,Atromitos,13.0,2.62,100%,85%,62%,8%,8%,0%,54%,31%,15%,31%,15%
Greece - Super League,Levadiakos,18.0,2.5,89%,67%,50%,28%,11%,6%,56%,28%,28%,17%,17%
Greece - Super League,Panathinaikos,16.0,2.44,94%,69%,44%,25%,6%,6%,56%,31%,19%,25%,12%
Greece - Super League,Lamia,18.0,2.33,89%,61%,39%,17%,11%,11%,28%,17%,67%,6%,56%
Greece - Super League,A. Kallithea,18.0,2.28,89%,72%,39%,22%,6%,0%,44%,28%,39%,17%,28%
Greece - Super League,Asteras T.,13.0,2.23,92%,77%,46%,8%,0%,0%,62%,23%,23%,15%,15%
Greece - Super League,Olympiakos,16.0,2.19,94%,69%,38%,12%,6%,0%,31%,62%,12%,56%,6%
Greece - Super League,AEK Athens,16.0,2.13,88%,44%,44%,19%,12%,6%,31%,38%,44%,25%,31%
Greece - Super League,Panaitolikos,18.0,1.67,78%,61%,22%,6%,0%,0%,39%,39%,44%,17%,22%
Guatemala - Liga Nacional - Apertura,Malacateco,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Guatemala - Liga Nacional - Apertura,Municipal,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Guatemala - Liga Nacional - Apertura,Aurora,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Guatemala - Liga Nacional - Apertura,Marquense,1.0,3.0,100%,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%
Guatemala - Liga Nacional - Apertura,Antigua GFC,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Guatemala - Liga Nacional - Apertura,Mictlan,1.0,2.0,100%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%
