League_Name,Team_Overall,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Spain - La Liga,Alaves,38.0,2.26,95%,61%,37%,21%,11%,3%,47%,24%,34%,18%,29%
Spain - La Liga,Rayo Vallecano,38.0,2.26,92%,66%,45%,18%,3%,3%,58%,26%,24%,18%,16%
Spain - La Liga,Athletic Bilbao,38.0,2.18,87%,63%,37%,16%,8%,3%,50%,39%,24%,26%,11%
Spain - La Liga,Real Sociedad,38.0,2.13,89%,63%,42%,16%,3%,0%,26%,34%,50%,24%,39%
Spain - La Liga,Mallorca,38.0,2.08,89%,61%,39%,11%,5%,3%,50%,24%,37%,13%,26%
Spain - La Liga,Getafe,38.0,1.92,92%,61%,34%,5%,0%,0%,42%,24%,42%,16%,34%
Spain - La Liga 2,Castellon,42.0,3.05,90%,79%,57%,43%,24%,7%,64%,19%,26%,10%,17%
Spain - La Liga 2,Almeria,42.0,3.02,95%,83%,62%,38%,17%,5%,69%,26%,10%,21%,5%
Spain - La Liga 2,Cordoba,42.0,2.9,95%,83%,57%,36%,17%,2%,62%,21%,21%,17%,17%
Spain - La Liga 2,Granada,42.0,2.83,93%,79%,62%,36%,14%,0%,60%,29%,19%,21%,12%
Spain - La Liga 2,Real Zaragoza,42.0,2.83,93%,71%,57%,33%,21%,5%,64%,19%,24%,12%,17%
Spain - La Liga 2,Racing,42.0,2.76,98%,79%,57%,29%,10%,5%,60%,26%,17%,24%,14%
Spain - La Liga 2,Albacete,42.0,2.71,93%,74%,48%,33%,14%,7%,55%,24%,29%,17%,21%
Spain - La Liga 2,Cartagena,42.0,2.64,93%,60%,55%,33%,17%,5%,50%,17%,40%,10%,33%
Spain - La Liga 2,Levante,42.0,2.64,88%,69%,55%,31%,12%,7%,62%,26%,24%,14%,12%
Spain - La Liga 2,Sporting Gijon,42.0,2.64,93%,83%,45%,26%,10%,5%,69%,21%,17%,14%,10%
Spain - La Liga 2,Deportivo,42.0,2.62,88%,69%,48%,29%,14%,12%,57%,26%,29%,14%,17%
Spain - La Liga 2,Cadiz,42.0,2.57,86%,67%,50%,33%,12%,7%,50%,31%,33%,17%,19%
Spain - La Liga 2,Eldense,42.0,2.55,88%,67%,48%,29%,19%,5%,50%,29%,33%,17%,21%
Spain - La Liga 2,Huesca,42.0,2.55,93%,69%,55%,29%,10%,0%,60%,26%,21%,19%,14%
Spain - La Liga 2,Mirandes,42.0,2.36,90%,55%,45%,33%,12%,0%,45%,38%,26%,29%,17%
Spain - La Liga 2,Real Oviedo,42.0,2.33,88%,62%,43%,26%,12%,2%,50%,38%,24%,26%,12%
Spain - La Liga 2,Elche,42.0,2.21,93%,71%,40%,17%,0%,0%,40%,45%,21%,38%,14%
Spain - La Liga 2,Tenerife,42.0,2.14,88%,64%,38%,19%,5%,0%,43%,21%,48%,10%,36%
Spain - La Liga 2,Burgos,42.0,2.12,90%,57%,36%,24%,5%,0%,40%,33%,36%,24%,26%
Spain - La Liga 2,Malaga,42.0,2.1,83%,60%,38%,21%,5%,2%,43%,38%,36%,21%,19%
Spain - La Liga 2,Racing Ferrol,42.0,2.05,79%,50%,36%,24%,12%,5%,33%,33%,55%,12%,33%
Spain - La Liga 2,Eibar,42.0,2.02,93%,55%,31%,21%,2%,0%,40%,33%,33%,26%,26%
Sweden - Allsvenskan,Degerfors,14.0,3.43,100%,79%,64%,43%,36%,14%,57%,14%,29%,14%,29%
Sweden - Allsvenskan,Norrkoping,14.0,3.29,100%,93%,57%,29%,21%,14%,64%,7%,29%,7%,29%
Sweden - Allsvenskan,Sirius,14.0,3.21,100%,93%,64%,36%,14%,7%,79%,7%,14%,7%,14%
Sweden - Allsvenskan,Hacken,14.0,3.14,100%,100%,43%,29%,21%,14%,43%,29%,29%,29%,29%
Sweden - Allsvenskan,Elfsborg,14.0,3.0,93%,79%,43%,36%,21%,14%,36%,43%,29%,36%,21%
Sweden - Allsvenskan,Halmstad,14.0,2.86,100%,71%,50%,36%,21%,7%,36%,29%,36%,29%,36%
Sweden - Allsvenskan,IFK Goteborg,14.0,2.79,100%,64%,57%,43%,14%,0%,50%,21%,29%,21%,29%
Sweden - Allsvenskan,Mjallby,15.0,2.73,100%,80%,53%,33%,7%,0%,67%,33%,0%,33%,0%
Sweden - Allsvenskan,Brommapojkarna,14.0,2.57,100%,64%,43%,21%,14%,7%,36%,21%,43%,21%,43%
Sweden - Allsvenskan,Varnamo,14.0,2.57,93%,71%,43%,29%,14%,7%,57%,7%,43%,0%,36%
Sweden - Allsvenskan,AIK,15.0,2.33,80%,60%,40%,20%,13%,13%,40%,53%,27%,33%,7%
Sweden - Allsvenskan,Hammarby,15.0,2.33,93%,80%,33%,20%,7%,0%,33%,67%,7%,60%,0%
Sweden - Allsvenskan,Oster,14.0,2.21,100%,57%,29%,14%,7%,7%,36%,14%,50%,14%,50%
Sweden - Allsvenskan,Djurgarden,14.0,2.14,93%,57%,29%,21%,7%,7%,43%,29%,36%,21%,29%
Sweden - Allsvenskan,GAIS,14.0,2.07,86%,79%,29%,14%,0%,0%,57%,29%,29%,14%,14%
Sweden - Allsvenskan,Malmo FF,15.0,2.07,80%,67%,40%,13%,7%,0%,40%,47%,33%,27%,13%
Sweden - Superettan,Orgryte,14.0,3.5,93%,93%,64%,43%,36%,21%,64%,29%,14%,21%,7%
Sweden - Superettan,Utsikten,14.0,3.43,100%,93%,64%,50%,14%,7%,86%,7%,7%,7%,7%
Sweden - Superettan,Landskrona,14.0,3.29,100%,79%,64%,36%,29%,21%,64%,21%,14%,21%,14%
Sweden - Superettan,Orebro,14.0,3.07,93%,79%,64%,29%,14%,14%,57%,7%,43%,0%,36%
Sweden - Superettan,Falkenberg,14.0,3.0,86%,79%,64%,50%,14%,7%,50%,43%,21%,29%,7%
Sweden - Superettan,Umea,14.0,2.93,100%,71%,50%,43%,14%,14%,43%,0%,57%,0%,57%
Sweden - Superettan,Brage,14.0,2.86,100%,79%,50%,36%,14%,7%,57%,21%,21%,21%,21%
Sweden - Superettan,Oddevold,14.0,2.86,93%,86%,64%,29%,7%,7%,64%,36%,7%,29%,0%
Sweden - Superettan,Varberg BoIS,14.0,2.86,93%,71%,57%,36%,14%,14%,57%,43%,7%,36%,0%
Sweden - Superettan,Vasteras,14.0,2.86,100%,71%,50%,43%,14%,7%,50%,29%,21%,29%,21%
Sweden - Superettan,Helsingborg,14.0,2.64,86%,71%,36%,29%,21%,21%,36%,43%,36%,29%,21%
Sweden - Superettan,Kalmar,14.0,2.64,79%,71%,43%,43%,21%,7%,50%,50%,21%,29%,0%
Sweden - Superettan,Sandviken,14.0,2.64,93%,71%,57%,29%,14%,0%,50%,21%,36%,14%,29%
Sweden - Superettan,Ostersunds,14.0,2.5,93%,64%,43%,36%,7%,7%,50%,21%,36%,14%,29%
Sweden - Superettan,GIF Sundsvall,14.0,2.21,86%,64%,43%,14%,7%,7%,50%,36%,29%,21%,14%
Sweden - Superettan,Trelleborg,14.0,2.14,79%,57%,29%,29%,14%,7%,14%,36%,71%,14%,50%
Sweden - Sodra,Ljungskile,15.0,3.8,100%,100%,60%,47%,33%,7%,53%,40%,7%,40%,7%
Sweden - Sodra,Skovde AIK,15.0,3.73,100%,93%,73%,53%,33%,13%,67%,20%,13%,20%,13%
Sweden - Sodra,Husqvarna,15.0,3.67,100%,93%,73%,53%,27%,13%,67%,7%,27%,7%,27%
Sweden - Sodra,Trollhattan,15.0,3.67,93%,93%,67%,47%,33%,27%,53%,20%,33%,13%,27%
Sweden - Sodra,Angelholm,15.0,3.53,87%,80%,67%,40%,33%,27%,73%,13%,27%,0%,13%
Sweden - Sodra,IFK Skovde,15.0,3.53,93%,80%,60%,40%,27%,13%,47%,20%,40%,13%,33%
Sweden - Sodra,Olympic,16.0,2.88,94%,88%,56%,31%,12%,6%,56%,12%,38%,6%,31%
Sweden - Sodra,Torslanda,15.0,2.87,80%,67%,47%,40%,33%,20%,40%,40%,40%,20%,20%
Sweden - Sodra,Lund,15.0,2.8,93%,73%,67%,27%,13%,7%,47%,40%,20%,33%,13%
Sweden - Sodra,Ariana,15.0,2.73,80%,73%,60%,40%,13%,7%,60%,33%,27%,13%,7%
Sweden - Sodra,Eskilsminne,16.0,2.69,88%,81%,50%,31%,6%,6%,56%,25%,31%,12%,19%
Sweden - Sodra,Hassleholms IF,15.0,2.67,100%,80%,53%,27%,7%,0%,53%,20%,27%,20%,27%
Sweden - Sodra,Norrby,15.0,2.53,100%,80%,33%,27%,7%,7%,53%,33%,13%,33%,13%
Sweden - Sodra,Rosengard,15.0,2.33,100%,73%,40%,13%,7%,0%,47%,33%,20%,33%,20%
Sweden - Sodra,Oskarshamns,15.0,2.2,80%,67%,40%,20%,7%,7%,33%,33%,53%,13%,33%
Sweden - Sodra,Jonkopings,15.0,2.0,93%,60%,40%,7%,0%,0%,27%,53%,27%,47%,20%
Switzerland - Super League,FC Basel,38.0,3.53,100%,89%,63%,45%,32%,13%,61%,32%,8%,32%,8%
Switzerland - Super League,Luzern,38.0,3.42,97%,89%,66%,47%,29%,8%,71%,21%,11%,18%,8%
Switzerland - Super League,Servette,38.0,3.13,95%,79%,61%,42%,21%,13%,68%,21%,16%,16%,11%
Switzerland - Super League,Lausanne Sport,38.0,3.05,97%,82%,55%,39%,24%,5%,55%,26%,21%,24%,18%
Switzerland - Super League,FC Zurich,38.0,2.97,95%,87%,61%,34%,18%,3%,61%,29%,16%,24%,11%
Switzerland - Super League,Lugano,38.0,2.97,97%,95%,53%,26%,21%,3%,66%,16%,21%,13%,18%
Switzerland - Super League,Winterthur,38.0,2.92,92%,74%,53%,37%,24%,8%,47%,32%,29%,24%,21%
Switzerland - Super League,BSC Young Boys,38.0,2.87,89%,71%,58%,34%,18%,8%,61%,21%,29%,11%,18%
Switzerland - Super League,Yverdon,38.0,2.84,92%,79%,50%,34%,24%,3%,55%,18%,34%,11%,26%
Switzerland - Super League,St. Gallen,38.0,2.76,97%,79%,45%,34%,16%,3%,63%,16%,24%,13%,21%
Switzerland - Super League,Sion,38.0,2.74,97%,82%,47%,26%,13%,8%,63%,11%,29%,8%,26%
Switzerland - Super League,Grasshopper,38.0,2.53,97%,79%,53%,21%,3%,0%,61%,18%,24%,16%,21%
Switzerland - Challenge League,Neuchatel Xamax,36.0,3.39,94%,92%,75%,44%,22%,6%,72%,11%,22%,6%,17%
Switzerland - Challenge League,Wil,36.0,3.19,92%,89%,67%,47%,17%,6%,56%,28%,25%,19%,17%
Switzerland - Challenge League,Stade Nyonnais,36.0,3.14,97%,83%,67%,31%,17%,11%,58%,19%,25%,17%,22%
Switzerland - Challenge League,Schaffhausen,36.0,3.03,97%,78%,64%,36%,17%,6%,58%,17%,28%,14%,25%
Switzerland - Challenge League,Thun,36.0,3.03,92%,83%,56%,36%,19%,11%,56%,33%,19%,25%,11%
Switzerland - Challenge League,Aarau,36.0,3.0,97%,83%,61%,36%,11%,8%,75%,25%,3%,22%,0%
Switzerland - Challenge League,Bellinzona,36.0,2.92,94%,92%,67%,28%,6%,3%,69%,11%,25%,6%,19%
Switzerland - Challenge League,Etoile Carouge,36.0,2.92,92%,75%,61%,36%,17%,8%,61%,22%,25%,14%,17%
Switzerland - Challenge League,Lausanne Ouchy,36.0,2.69,94%,72%,50%,25%,14%,8%,58%,28%,19%,22%,14%
Switzerland - Challenge League,Vaduz,36.0,2.69,89%,69%,50%,36%,17%,6%,58%,25%,28%,14%,17%
Thailand - Thai League 1,Buriram Utd,30.0,3.73,93%,83%,70%,47%,37%,23%,43%,53%,10%,47%,3%
Thailand - Thai League 1,Ratchaburi,30.0,3.73,97%,83%,63%,50%,37%,17%,63%,27%,13%,23%,10%
Thailand - Thai League 1,Sukhothai,30.0,3.37,93%,80%,63%,50%,27%,13%,67%,23%,17%,17%,10%
Thailand - Thai League 1,Rayong,30.0,3.33,100%,90%,67%,50%,23%,3%,70%,13%,17%,13%,17%
Thailand - Thai League 1,N. Bua Pitchaya,30.0,3.3,93%,83%,60%,37%,23%,17%,63%,13%,30%,7%,23%
Thailand - Thai League 1,Bangkok Utd,30.0,3.1,90%,80%,67%,37%,30%,7%,60%,37%,13%,27%,3%
Thailand - Thai League 1,N. Ratchasima,30.0,3.1,97%,87%,57%,37%,23%,10%,67%,10%,27%,7%,23%
Thailand - Thai League 1,Port FC,30.0,3.03,90%,80%,60%,37%,27%,10%,70%,17%,23%,7%,13%
Thailand - Thai League 1,Khon Kaen Utd,30.0,2.97,83%,63%,53%,33%,23%,10%,40%,20%,57%,3%,40%
Thailand - Thai League 1,Nakhon Pathom,30.0,2.97,93%,83%,67%,30%,13%,7%,63%,13%,30%,7%,23%
Thailand - Thai League 1,Prachuap,30.0,2.93,93%,80%,53%,37%,23%,7%,50%,37%,20%,30%,13%
Thailand - Thai League 1,Muang Thong Utd,30.0,2.83,93%,83%,53%,30%,13%,10%,60%,23%,23%,17%,17%
Thailand - Thai League 1,Chiangrai Utd,30.0,2.8,97%,73%,47%,27%,20%,10%,37%,30%,37%,27%,33%
Thailand - Thai League 1,Pathum Utd,30.0,2.7,100%,73%,47%,27%,13%,3%,57%,27%,17%,27%,17%
Thailand - Thai League 1,Lamphun Warrior,30.0,2.5,90%,63%,43%,27%,20%,7%,50%,30%,30%,20%,20%
Thailand - Thai League 1,Uthai Thani,30.0,2.4,90%,73%,43%,20%,13%,0%,53%,23%,33%,13%,23%
Thailand - Thai League 2,Suphanburi,32.0,3.56,100%,78%,66%,50%,31%,22%,56%,6%,38%,6%,38%
Thailand - Thai League 2,Nakhon Si,32.0,3.16,94%,78%,62%,38%,22%,9%,59%,19%,28%,12%,22%
Thailand - Thai League 2,Phrae Utd,32.0,3.09,91%,69%,56%,38%,25%,16%,56%,41%,12%,31%,3%
Thailand - Thai League 2,Bangkok FC,32.0,2.88,97%,75%,56%,31%,22%,6%,62%,12%,28%,9%,25%
Thailand - Thai League 2,Chiangmai Utd,32.0,2.78,94%,78%,56%,25%,6%,6%,66%,19%,22%,12%,16%
Thailand - Thai League 2,Kanchanaburi,32.0,2.78,84%,69%,56%,34%,22%,9%,56%,38%,22%,22%,6%
Thailand - Thai League 2,Ayutthaya Utd,32.0,2.72,88%,78%,56%,25%,12%,9%,53%,38%,22%,25%,9%
Thailand - Thai League 2,Lampang,32.0,2.72,88%,78%,53%,28%,9%,9%,59%,34%,19%,22%,6%
Thailand - Thai League 2,Police Tero,32.0,2.72,91%,78%,62%,19%,9%,9%,62%,22%,25%,12%,16%
Thailand - Thai League 2,Chonburi,32.0,2.69,97%,78%,50%,22%,12%,6%,56%,34%,12%,31%,9%
Thailand - Thai League 2,Trat FC,32.0,2.66,94%,69%,41%,25%,16%,12%,50%,19%,38%,12%,31%
Thailand - Thai League 2,Chanthaburi,32.0,2.59,97%,62%,47%,25%,9%,9%,59%,25%,19%,22%,16%
Thailand - Thai League 2,Mahasarakham,32.0,2.59,91%,72%,44%,31%,19%,3%,53%,31%,25%,22%,16%
Thailand - Thai League 2,Pattaya United,32.0,2.47,94%,66%,47%,22%,12%,6%,44%,25%,38%,19%,31%
Thailand - Thai League 2,Kasetsart,32.0,2.28,84%,72%,44%,9%,9%,9%,53%,34%,28%,19%,12%
Thailand - Thai League 2,Sisaket Utd,32.0,2.13,88%,66%,28%,16%,9%,3%,47%,28%,38%,16%,25%
Thailand - Thai League 2,Chainat,32.0,2.06,88%,59%,38%,12%,3%,3%,50%,25%,38%,12%,25%
Turkey - Super Lig,Fenerbahce,36.0,3.58,94%,86%,72%,58%,31%,11%,61%,33%,11%,28%,6%
Turkey - Super Lig,Adana Demirspor,36.0,3.5,94%,78%,69%,56%,33%,14%,58%,6%,42%,0%,36%
Turkey - Super Lig,Kasimpasa,36.0,3.47,92%,83%,67%,50%,28%,14%,69%,19%,19%,11%,11%
Turkey - Super Lig,Galatasaray,36.0,3.39,97%,86%,69%,39%,28%,17%,58%,42%,3%,39%,0%
Turkey - Super Lig,Hatayspor,36.0,3.36,97%,83%,58%,39%,33%,14%,67%,8%,28%,6%,25%
Turkey - Super Lig,Basaksehir,36.0,3.22,94%,78%,58%,42%,28%,11%,56%,28%,22%,22%,17%
Turkey - Super Lig,Rizespor,36.0,3.06,100%,81%,58%,28%,22%,6%,58%,11%,31%,11%,31%
Turkey - Super Lig,Goztepe,36.0,3.03,94%,81%,53%,33%,22%,8%,64%,22%,19%,17%,14%
Turkey - Super Lig,Sivasspor,36.0,2.89,86%,75%,53%,39%,25%,8%,56%,17%,42%,3%,28%
Turkey - Super Lig,Trabzonspor,36.0,2.86,89%,75%,53%,36%,22%,6%,56%,39%,17%,28%,6%
Turkey - Super Lig,Kayserispor,36.0,2.83,92%,75%,50%,31%,17%,11%,50%,28%,31%,19%,22%
Turkey - Super Lig,Antalyaspor,36.0,2.75,86%,81%,56%,25%,19%,6%,53%,19%,42%,6%,28%
Turkey - Super Lig,Eyupspor,36.0,2.75,97%,75%,56%,28%,14%,6%,56%,31%,17%,28%,14%
Turkey - Super Lig,Samsunspor,36.0,2.67,92%,72%,53%,31%,14%,3%,42%,39%,28%,31%,19%
Turkey - Super Lig,Besiktas,36.0,2.64,94%,86%,44%,19%,11%,8%,64%,31%,11%,25%,6%
Turkey - Super Lig,Gaziantep,36.0,2.64,92%,69%,58%,36%,8%,0%,58%,25%,25%,17%,17%
Turkey - Super Lig,Konyaspor,36.0,2.64,94%,67%,50%,31%,19%,3%,61%,22%,22%,17%,17%
Turkey - Super Lig,Alanyaspor,36.0,2.58,94%,75%,44%,14%,11%,8%,56%,25%,25%,19%,19%
Turkey - Super Lig,Bodrumspor,36.0,1.92,81%,50%,28%,22%,8%,3%,31%,39%,50%,19%,31%
Turkey - 1,Y. Malatyaspor,38.0,4.39,100%,95%,82%,61%,42%,26%,32%,0%,68%,0%,68%
Turkey - 1,Keciorengucu,38.0,2.97,97%,82%,55%,34%,21%,5%,55%,26%,21%,24%,18%
Turkey - 1,Kocaelispor,38.0,2.87,95%,79%,53%,32%,13%,8%,53%,37%,16%,32%,11%
Turkey - 1,Adanaspor,38.0,2.82,87%,74%,50%,32%,18%,11%,42%,21%,50%,8%,37%
Turkey - 1,Boluspor,38.0,2.79,92%,71%,42%,29%,16%,11%,50%,34%,24%,26%,16%
Turkey - 1,Istanbulspor,38.0,2.76,95%,74%,61%,26%,16%,3%,37%,45%,24%,39%,18%
Turkey - 1,Erokspor,38.0,2.71,100%,84%,53%,29%,3%,3%,61%,18%,21%,18%,21%
Turkey - 1,Manisa BB,38.0,2.68,97%,71%,50%,29%,16%,5%,45%,21%,37%,18%,34%
Turkey - 1,Sakaryaspor,38.0,2.68,89%,76%,58%,37%,8%,0%,55%,29%,26%,18%,16%
Turkey - 1,Sanliurfaspor,38.0,2.63,92%,68%,50%,32%,18%,3%,50%,18%,39%,11%,32%
Turkey - 1,Ankaragucu,38.0,2.55,97%,71%,50%,24%,11%,3%,42%,26%,34%,24%,32%
Turkey - 1,Bandirmaspor,38.0,2.55,92%,74%,45%,32%,13%,0%,55%,34%,18%,26%,11%
Turkey - 1,Pendikspor,38.0,2.53,95%,71%,45%,21%,8%,8%,39%,29%,37%,24%,32%
Turkey - 1,Corum,38.0,2.47,92%,71%,42%,29%,11%,3%,45%,26%,37%,18%,29%
Turkey - 1,F. Karagumruk,38.0,2.39,95%,63%,42%,29%,5%,3%,45%,37%,24%,32%,18%
Turkey - 1,Genclerbirligi,38.0,2.39,92%,66%,45%,18%,13%,5%,39%,47%,21%,39%,13%
Turkey - 1,Igdir,38.0,2.37,84%,58%,45%,24%,8%,8%,26%,55%,34%,39%,18%
Turkey - 1,Umraniyespor,38.0,2.37,89%,66%,45%,21%,8%,5%,39%,37%,34%,26%,24%
Turkey - 1,Erzurum BB,38.0,2.21,87%,58%,39%,18%,11%,5%,34%,50%,29%,37%,16%
Turkey - 1,Amed SK,38.0,2.05,84%,61%,34%,18%,5%,3%,39%,39%,37%,24%,21%
UAE - Pro League,Khorfakkan,26.0,3.58,100%,81%,62%,50%,31%,27%,65%,15%,19%,15%,19%
UAE - Pro League,Al Nasr,26.0,3.46,92%,81%,69%,54%,35%,12%,69%,12%,27%,4%,19%
UAE - Pro League,Al Ain,26.0,3.38,88%,81%,69%,46%,31%,23%,62%,31%,19%,19%,8%
UAE - Pro League,Al Urooba,26.0,3.38,100%,88%,73%,27%,23%,15%,58%,4%,38%,4%,38%
UAE - Pro League,Ajman,26.0,3.31,92%,81%,62%,50%,31%,12%,62%,19%,27%,12%,19%
UAE - Pro League,Al Wasl,26.0,3.31,92%,77%,69%,54%,23%,12%,62%,31%,15%,23%,8%
UAE - Pro League,Al Jazira,26.0,3.27,96%,85%,58%,42%,19%,12%,58%,23%,23%,19%,19%
UAE - Pro League,Dibba Al Hisn,26.0,3.27,100%,73%,62%,42%,35%,12%,65%,4%,31%,4%,31%
UAE - Pro League,Al Wahda,26.0,3.19,92%,81%,65%,46%,12%,8%,58%,35%,15%,27%,8%
UAE - Pro League,Bani Yas,26.0,3.19,92%,73%,62%,46%,27%,15%,54%,19%,35%,12%,27%
UAE - Pro League,Shabab Al Ahli,26.0,3.04,88%,85%,65%,31%,15%,8%,62%,38%,12%,27%,0%
UAE - Pro League,Ittihad Kalba,26.0,2.96,92%,77%,65%,38%,19%,4%,65%,19%,23%,12%,15%
UAE - Pro League,Al Bataeh,26.0,2.88,96%,81%,58%,35%,8%,8%,62%,23%,19%,19%,15%
UAE - Pro League,Al Sharjah,26.0,2.54,92%,65%,54%,23%,15%,4%,38%,50%,19%,42%,12%
Ukraine - Premier League,Shakhtar,30.0,3.17,93%,77%,57%,40%,27%,17%,53%,40%,13%,33%,7%
Ukraine - Premier League,Dynamo Kyiv,30.0,2.67,90%,83%,50%,27%,7%,7%,53%,47%,10%,37%,0%
Ukraine - Premier League,Karpaty Lviv,30.0,2.6,87%,70%,57%,30%,10%,3%,47%,43%,23%,30%,10%
Ukraine - Premier League,Veres,30.0,2.57,90%,83%,53%,20%,7%,3%,53%,20%,37%,10%,27%
Ukraine - Premier League,Zorya Luhansk,30.0,2.43,97%,80%,57%,10%,0%,0%,53%,20%,30%,17%,27%
Ukraine - Premier League,Inhulets,30.0,2.27,83%,60%,40%,20%,13%,7%,37%,30%,50%,13%,33%
Ukraine - Premier League,Oleksandria,30.0,2.27,90%,67%,47%,13%,3%,3%,43%,50%,17%,40%,7%
Ukraine - Premier League,Polessya,30.0,2.2,90%,67%,33%,20%,7%,3%,60%,33%,17%,23%,7%
Ukraine - Premier League,Chornomorets,30.0,2.17,97%,57%,43%,17%,3%,0%,47%,17%,40%,13%,37%
Ukraine - Premier League,LNZ Cherkasy,30.0,2.07,87%,63%,30%,17%,7%,3%,50%,27%,37%,13%,23%
Ukraine - Premier League,Obolon,30.0,2.07,83%,53%,37%,27%,3%,3%,23%,37%,57%,20%,40%
Ukraine - Premier League,Vorskla Poltava,30.0,2.07,87%,63%,37%,17%,3%,0%,37%,33%,43%,20%,30%
Ukraine - Premier League,Kryvbas KR,30.0,2.0,93%,63%,30%,13%,0%,0%,37%,40%,30%,33%,23%
Ukraine - Premier League,Livyi Bereh,30.0,1.9,90%,53%,30%,13%,3%,0%,23%,27%,60%,17%,50%
Ukraine - Premier League,Rukh Lviv,30.0,1.9,87%,60%,23%,17%,3%,0%,37%,40%,37%,27%,23%
Ukraine - Premier League,Kolos Kovalivka,30.0,1.73,83%,53%,23%,7%,3%,3%,40%,37%,40%,20%,23%
USA - MLS,Inter Miami,17.0,4.0,94%,82%,76%,59%,53%,29%,76%,18%,12%,12%,6%
USA - MLS,Chicago Fire,20.0,3.75,90%,85%,75%,55%,30%,15%,80%,10%,20%,0%,10%
USA - MLS,SJ Earthquakes,21.0,3.52,95%,86%,62%,38%,33%,24%,76%,19%,10%,14%,5%
USA - MLS,San Diego,21.0,3.48,90%,86%,67%,43%,33%,14%,57%,33%,19%,24%,10%
USA - MLS,Sporting KC,21.0,3.38,95%,81%,67%,38%,24%,24%,71%,14%,19%,10%,14%
USA - MLS,Charlotte,21.0,3.33,100%,86%,67%,43%,29%,10%,62%,24%,14%,24%,14%
USA - MLS,Dallas,20.0,3.2,90%,70%,55%,40%,35%,25%,60%,15%,35%,5%,25%
USA - MLS,Orlando City,21.0,3.19,81%,71%,71%,48%,29%,19%,62%,38%,19%,19%,0%
USA - MLS,Los Angeles FC,17.0,3.18,100%,71%,59%,53%,18%,12%,53%,29%,18%,29%,18%
USA - MLS,LA Galaxy,21.0,3.05,100%,86%,52%,29%,19%,14%,52%,10%,38%,10%,38%
USA - MLS,Houston Dynamo,21.0,3.0,90%,81%,57%,43%,14%,10%,57%,38%,14%,29%,5%
USA - MLS,Atlanta Utd,20.0,2.95,90%,80%,55%,35%,20%,10%,55%,10%,45%,0%,35%
USA - MLS,Columbus Crew,21.0,2.9,90%,76%,57%,33%,19%,14%,76%,19%,14%,10%,5%
USA - MLS,Portland,20.0,2.9,90%,75%,55%,30%,25%,15%,60%,25%,25%,15%,15%
USA - MLS,Cincinnati,21.0,2.86,100%,71%,57%,29%,19%,10%,62%,29%,10%,29%,10%
USA - MLS,Nashville SC,21.0,2.86,90%,81%,62%,24%,10%,5%,57%,33%,19%,24%,10%
USA - MLS,Vancouver,20.0,2.85,80%,70%,60%,35%,20%,10%,50%,45%,25%,25%,5%
USA - MLS,Minnesota Utd,21.0,2.81,86%,71%,57%,38%,19%,10%,52%,38%,24%,24%,10%
USA - MLS,CF Montreal,21.0,2.76,90%,67%,52%,33%,19%,10%,52%,19%,38%,10%,29%
USA - MLS,New York RB,21.0,2.76,90%,81%,52%,24%,14%,10%,57%,33%,19%,24%,10%
USA - MLS,Seattle,20.0,2.7,95%,75%,45%,30%,15%,5%,45%,30%,30%,25%,25%
USA - MLS,DC United,21.0,2.67,81%,71%,52%,24%,14%,10%,52%,19%,48%,0%,29%
USA - MLS,Philadelphia,21.0,2.67,90%,62%,57%,29%,19%,10%,48%,38%,24%,29%,14%
USA - MLS,St. Louis City,21.0,2.62,86%,62%,57%,29%,19%,10%,48%,24%,43%,10%,29%
USA - MLS,Colorado Rapids,21.0,2.57,95%,76%,43%,19%,14%,10%,43%,29%,33%,24%,29%
USA - MLS,Toronto,20.0,2.55,90%,75%,45%,20%,10%,10%,50%,25%,35%,15%,25%
USA - MLS,New England,19.0,2.53,89%,63%,42%,21%,21%,16%,42%,37%,32%,26%,21%
USA - MLS,Real Salt Lake,20.0,2.5,95%,80%,40%,25%,10%,0%,50%,20%,35%,15%,30%
USA - MLS,New York City,20.0,2.45,90%,60%,50%,30%,5%,5%,40%,35%,35%,25%,25%
USA - MLS,Austin,20.0,1.9,90%,60%,25%,5%,5%,5%,35%,35%,40%,25%,30%
USL Championship,Indy Eleven,14.0,3.36,100%,79%,64%,57%,14%,7%,71%,21%,7%,21%,7%
USL Championship,Phoenix Rising,15.0,3.27,100%,80%,60%,47%,20%,7%,73%,13%,13%,13%,13%
USL Championship,El Paso,15.0,3.07,93%,87%,73%,27%,7%,7%,73%,13%,20%,7%,13%
USL Championship,Charleston,16.0,3.0,94%,81%,69%,38%,12%,6%,69%,25%,12%,19%,6%
USL Championship,Loudoun Utd,15.0,2.93,93%,87%,60%,27%,20%,7%,60%,20%,27%,13%,20%
USL Championship,San Antonio,15.0,2.87,87%,80%,67%,27%,20%,7%,60%,33%,20%,20%,7%
USL Championship,Tampa Bay,14.0,2.86,100%,86%,79%,21%,0%,0%,79%,0%,21%,0%,21%
USL Championship,Orange County,13.0,2.85,92%,77%,69%,31%,8%,8%,46%,15%,46%,8%,38%
USL Championship,Colorado S.,15.0,2.67,93%,73%,53%,33%,13%,0%,73%,20%,13%,13%,7%
USL Championship,Hartford A.,12.0,2.67,92%,67%,42%,17%,17%,17%,42%,25%,42%,17%,33%
